"asset_id","asset_code","asset_type","department","location_id","criticality","condition","last_maintenance","next_maintenance","status"
"AST-0432","ST-AXC-0432","Axle Counter","Signal & Telecommunication","LOC-072","Medium","Fair","2026-05-04","2026-09-10","Operational"
"AST-0433","ENG-TRK-0433","Track","Engineering","LOC-073","High","Poor","2026-06-05","2026-10-11","Operational"
"AST-0434","ENG-TO-0434","Turnout","Engineering","LOC-073","High","Critical","2026-07-06","2026-11-12","Under Observation"
"AST-0435","TD-OHE-0435","OHE Mast","Traction Distribution","LOC-073","Critical","Good","2026-03-07","2026-09-13","Maintenance In Progress"
"AST-0436","TD-TSS-0436","Traction Substation","Traction Distribution","LOC-073","Medium","Fair","2026-04-08","2026-10-14","Operational"
"AST-0437","ST-SIG-0437","Signal","Signal & Telecommunication","LOC-073","High","Poor","2026-05-09","2026-11-15","Operational"
"AST-0438","ST-AXC-0438","Axle Counter","Signal & Telecommunication","LOC-073","High","Critical","2026-06-10","2026-09-16","Under Observation"
"AST-0439","ENG-TRK-0439","Track","Engineering","LOC-074","Critical","Good","2026-07-11","2026-10-17","Maintenance In Progress"
"AST-0440","ENG-TO-0440","Turnout","Engineering","LOC-074","Medium","Fair","2026-03-12","2026-11-18","Operational"
"AST-0441","TD-OHE-0441","OHE Mast","Traction Distribution","LOC-074","High","Poor","2026-04-13","2026-09-19","Operational"
"AST-0442","TD-TSS-0442","Traction Substation","Traction Distribution","LOC-074","High","Critical","2026-05-14","2026-10-20","Under Observation"
"AST-0443","ST-SIG-0443","Signal","Signal & Telecommunication","LOC-074","Critical","Good","2026-06-15","2026-11-21","Maintenance In Progress"
"AST-0444","ST-AXC-0444","Axle Counter","Signal & Telecommunication","LOC-074","Medium","Fair","2026-07-16","2026-09-22","Operational"
"AST-0445","ENG-TRK-0445","Track","Engineering","LOC-075","High","Poor","2026-03-17","2026-10-23","Operational"
"AST-0446","ENG-TO-0446","Turnout","Engineering","LOC-075","High","Critical","2026-04-18","2026-11-24","Under Observation"
"AST-0447","TD-OHE-0447","OHE Mast","Traction Distribution","LOC-075","Critical","Good","2026-05-19","2026-09-25","Maintenance In Progress"
"AST-0448","TD-TSS-0448","Traction Substation","Traction Distribution","LOC-075","Medium","Fair","2026-06-20","2026-10-26","Operational"
"AST-0449","ST-SIG-0449","Signal","Signal & Telecommunication","LOC-075","High","Poor","2026-07-21","2026-11-27","Operational"
"AST-0450","ST-AXC-0450","Axle Counter","Signal & Telecommunication","LOC-075","High","Critical","2026-03-22","2026-09-03","Under Observation"
"AST-0451","ENG-TRK-0451","Track","Engineering","LOC-076","Critical","Good","2026-04-23","2026-10-04","Maintenance In Progress"
"AST-0452","ENG-TO-0452","Turnout","Engineering","LOC-076","Medium","Fair","2026-05-24","2026-11-05","Operational"
"AST-0453","TD-OHE-0453","OHE Mast","Traction Distribution","LOC-076","High","Poor","2026-06-25","2026-09-06","Operational"
"AST-0454","TD-TSS-0454","Traction Substation","Traction Distribution","LOC-076","High","Critical","2026-07-26","2026-10-07","Under Observation"
"AST-0455","ST-SIG-0455","Signal","Signal & Telecommunication","LOC-076","Critical","Good","2026-03-27","2026-11-08","Maintenance In Progress"
"AST-0456","ST-AXC-0456","Axle Counter","Signal & Telecommunication","LOC-076","Medium","Fair","2026-04-04","2026-09-09","Operational"
"AST-0457","ENG-TRK-0457","Track","Engineering","LOC-077","High","Poor","2026-05-05","2026-10-10","Operational"
"AST-0458","ENG-TO-0458","Turnout","Engineering","LOC-077","High","Critical","2026-06-06","2026-11-11","Under Observation"
"AST-0459","TD-OHE-0459","OHE Mast","Traction Distribution","LOC-077","Critical","Good","2026-07-07","2026-09-12","Maintenance In Progress"
"AST-0460","TD-TSS-0460","Traction Substation","Traction Distribution","LOC-077","Medium","Fair","2026-03-08","2026-10-13","Operational"
"AST-0461","ST-SIG-0461","Signal","Signal & Telecommunication","LOC-077","High","Poor","2026-04-09","2026-11-14","Operational"
"AST-0462","ST-AXC-0462","Axle Counter","Signal & Telecommunication","LOC-077","High","Critical","2026-05-10","2026-09-15","Under Observation"
"AST-0463","ENG-TRK-0463","Track","Engineering","LOC-078","Critical","Good","2026-06-11","2026-10-16","Maintenance In Progress"
"AST-0464","ENG-TO-0464","Turnout","Engineering","LOC-078","Medium","Fair","2026-07-12","2026-11-17","Operational"
"AST-0465","TD-OHE-0465","OHE Mast","Traction Distribution","LOC-078","High","Poor","2026-03-13","2026-09-18","Operational"
"AST-0466","TD-TSS-0466","Traction Substation","Traction Distribution","LOC-078","High","Critical","2026-04-14","2026-10-19","Under Observation"
"AST-0467","ST-SIG-0467","Signal","Signal & Telecommunication","LOC-078","Critical","Good","2026-05-15","2026-11-20","Maintenance In Progress"
"AST-0468","ST-AXC-0468","Axle Counter","Signal & Telecommunication","LOC-078","Medium","Fair","2026-06-16","2026-09-21","Operational"
"AST-0469","ENG-TRK-0469","Track","Engineering","LOC-079","High","Poor","2026-07-17","2026-10-22","Operational"
"AST-0470","ENG-TO-0470","Turnout","Engineering","LOC-079","High","Critical","2026-03-18","2026-11-23","Under Observation"
"AST-0471","TD-OHE-0471","OHE Mast","Traction Distribution","LOC-079","Critical","Good","2026-04-19","2026-09-24","Maintenance In Progress"
"AST-0472","TD-TSS-0472","Traction Substation","Traction Distribution","LOC-079","Medium","Fair","2026-05-20","2026-10-25","Operational"
"AST-0473","ST-SIG-0473","Signal","Signal & Telecommunication","LOC-079","High","Poor","2026-06-21","2026-11-26","Operational"
"AST-0474","ST-AXC-0474","Axle Counter","Signal & Telecommunication","LOC-079","High","Critical","2026-07-22","2026-09-27","Under Observation"
"AST-0475","ENG-TRK-0475","Track","Engineering","LOC-080","Critical","Good","2026-03-23","2026-10-03","Maintenance In Progress"
"AST-0476","ENG-TO-0476","Turnout","Engineering","LOC-080","Medium","Fair","2026-04-24","2026-11-04","Operational"
"AST-0477","TD-OHE-0477","OHE Mast","Traction Distribution","LOC-080","High","Poor","2026-05-25","2026-09-05","Operational"
"AST-0478","TD-TSS-0478","Traction Substation","Traction Distribution","LOC-080","High","Critical","2026-06-26","2026-10-06","Under Observation"
"AST-0479","ST-SIG-0479","Signal","Signal & Telecommunication","LOC-080","Critical","Good","2026-07-27","2026-11-07","Maintenance In Progress"
"AST-0480","ST-AXC-0480","Axle Counter","Signal & Telecommunication","LOC-080","Medium","Fair","2026-03-04","2026-09-08","Operational"
"AST-0481","ENG-TRK-0481","Track","Engineering","LOC-081","High","Poor","2026-04-05","2026-10-09","Operational"
"AST-0482","ENG-TO-0482","Turnout","Engineering","LOC-081","High","Critical","2026-05-06","2026-11-10","Under Observation"
"AST-0483","TD-OHE-0483","OHE Mast","Traction Distribution","LOC-081","Critical","Good","2026-06-07","2026-09-11","Maintenance In Progress"
"AST-0484","TD-TSS-0484","Traction Substation","Traction Distribution","LOC-081","Medium","Fair","2026-07-08","2026-10-12","Operational"
"AST-0485","ST-SIG-0485","Signal","Signal & Telecommunication","LOC-081","High","Poor","2026-03-09","2026-11-13","Operational"
"AST-0486","ST-AXC-0486","Axle Counter","Signal & Telecommunication","LOC-081","High","Critical","2026-04-10","2026-09-14","Under Observation"
"AST-0487","ENG-TRK-0487","Track","Engineering","LOC-082","Critical","Good","2026-05-11","2026-10-15","Maintenance In Progress"
"AST-0488","ENG-TO-0488","Turnout","Engineering","LOC-082","Medium","Fair","2026-06-12","2026-11-16","Operational"
"AST-0489","TD-OHE-0489","OHE Mast","Traction Distribution","LOC-082","High","Poor","2026-07-13","2026-09-17","Operational"
"AST-0490","TD-TSS-0490","Traction Substation","Traction Distribution","LOC-082","High","Critical","2026-03-14","2026-10-18","Under Observation"
"AST-0491","ST-SIG-0491","Signal","Signal & Telecommunication","LOC-082","Critical","Good","2026-04-15","2026-11-19","Maintenance In Progress"
"AST-0492","ST-AXC-0492","Axle Counter","Signal & Telecommunication","LOC-082","Medium","Fair","2026-05-16","2026-09-20","Operational"
"AST-0493","ENG-TRK-0493","Track","Engineering","LOC-083","High","Poor","2026-06-17","2026-10-21","Operational"
"AST-0494","ENG-TO-0494","Turnout","Engineering","LOC-083","High","Critical","2026-07-18","2026-11-22","Under Observation"
"AST-0495","TD-OHE-0495","OHE Mast","Traction Distribution","LOC-083","Critical","Good","2026-03-19","2026-09-23","Maintenance In Progress"
"AST-0496","TD-TSS-0496","Traction Substation","Traction Distribution","LOC-083","Medium","Fair","2026-04-20","2026-10-24","Operational"
"AST-0497","ST-SIG-0497","Signal","Signal & Telecommunication","LOC-083","High","Poor","2026-05-21","2026-11-25","Operational"
"AST-0498","ST-AXC-0498","Axle Counter","Signal & Telecommunication","LOC-083","High","Critical","2026-06-22","2026-09-26","Under Observation"
"AST-0499","ENG-TRK-0499","Track","Engineering","LOC-084","Critical","Good","2026-07-23","2026-10-27","Maintenance In Progress"
"AST-0500","ENG-TO-0500","Turnout","Engineering","LOC-084","Medium","Fair","2026-03-24","2026-11-03","Operational"
"AST-0501","TD-OHE-0501","OHE Mast","Traction Distribution","LOC-084","High","Poor","2026-04-25","2026-09-04","Operational"
"AST-0502","TD-TSS-0502","Traction Substation","Traction Distribution","LOC-084","High","Critical","2026-05-26","2026-10-05","Under Observation"
"AST-0503","ST-SIG-0503","Signal","Signal & Telecommunication","LOC-084","Critical","Good","2026-06-27","2026-11-06","Maintenance In Progress"
"AST-0504","ST-AXC-0504","Axle Counter","Signal & Telecommunication","LOC-084","Medium","Fair","2026-07-04","2026-09-07","Operational"
"AST-0505","ENG-TRK-0505","Track","Engineering","LOC-085","High","Poor","2026-03-05","2026-10-08","Operational"
"AST-0506","ENG-TO-0506","Turnout","Engineering","LOC-085","High","Critical","2026-04-06","2026-11-09","Under Observation"
"AST-0507","TD-OHE-0507","OHE Mast","Traction Distribution","LOC-085","Critical","Good","2026-05-07","2026-09-10","Maintenance In Progress"
"AST-0508","TD-TSS-0508","Traction Substation","Traction Distribution","LOC-085","Medium","Fair","2026-06-08","2026-10-11","Operational"
"AST-0509","ST-SIG-0509","Signal","Signal & Telecommunication","LOC-085","High","Poor","2026-07-09","2026-11-12","Operational"
"AST-0510","ST-AXC-0510","Axle Counter","Signal & Telecommunication","LOC-085","High","Critical","2026-03-10","2026-09-13","Under Observation"
"AST-0511","ENG-TRK-0511","Track","Engineering","LOC-086","Critical","Good","2026-04-11","2026-10-14","Maintenance In Progress"
"AST-0512","ENG-TO-0512","Turnout","Engineering","LOC-086","Medium","Fair","2026-05-12","2026-11-15","Operational"
"AST-0513","TD-OHE-0513","OHE Mast","Traction Distribution","LOC-086","High","Poor","2026-06-13","2026-09-16","Operational"
"AST-0514","TD-TSS-0514","Traction Substation","Traction Distribution","LOC-086","High","Critical","2026-07-14","2026-10-17","Under Observation"
"AST-0515","ST-SIG-0515","Signal","Signal & Telecommunication","LOC-086","Critical","Good","2026-03-15","2026-11-18","Maintenance In Progress"
"AST-0516","ST-AXC-0516","Axle Counter","Signal & Telecommunication","LOC-086","Medium","Fair","2026-04-16","2026-09-19","Operational"
"AST-0517","ENG-TRK-0517","Track","Engineering","LOC-087","High","Poor","2026-05-17","2026-10-20","Operational"
"AST-0518","ENG-TO-0518","Turnout","Engineering","LOC-087","High","Critical","2026-06-18","2026-11-21","Under Observation"
"AST-0519","TD-OHE-0519","OHE Mast","Traction Distribution","LOC-087","Critical","Good","2026-07-19","2026-09-22","Maintenance In Progress"
"AST-0520","TD-TSS-0520","Traction Substation","Traction Distribution","LOC-087","Medium","Fair","2026-03-20","2026-10-23","Operational"
"AST-0521","ST-SIG-0521","Signal","Signal & Telecommunication","LOC-087","High","Poor","2026-04-21","2026-11-24","Operational"
"AST-0522","ST-AXC-0522","Axle Counter","Signal & Telecommunication","LOC-087","High","Critical","2026-05-22","2026-09-25","Under Observation"
"AST-0523","ENG-TRK-0523","Track","Engineering","LOC-088","Critical","Good","2026-06-23","2026-10-26","Maintenance In Progress"
"AST-0524","ENG-TO-0524","Turnout","Engineering","LOC-088","Medium","Fair","2026-07-24","2026-11-27","Operational"
"AST-0525","TD-OHE-0525","OHE Mast","Traction Distribution","LOC-088","High","Poor","2026-03-25","2026-09-03","Operational"
"AST-0526","TD-TSS-0526","Traction Substation","Traction Distribution","LOC-088","High","Critical","2026-04-26","2026-10-04","Under Observation"
"AST-0527","ST-SIG-0527","Signal","Signal & Telecommunication","LOC-088","Critical","Good","2026-05-27","2026-11-05","Maintenance In Progress"
"AST-0528","ST-AXC-0528","Axle Counter","Signal & Telecommunication","LOC-088","Medium","Fair","2026-06-04","2026-09-06","Operational"
"AST-0529","ENG-TRK-0529","Track","Engineering","LOC-089","High","Poor","2026-07-05","2026-10-07","Operational"
"AST-0530","ENG-TO-0530","Turnout","Engineering","LOC-089","High","Critical","2026-03-06","2026-11-08","Under Observation"
"AST-0531","TD-OHE-0531","OHE Mast","Traction Distribution","LOC-089","Critical","Good","2026-04-07","2026-09-09","Maintenance In Progress"
"AST-0532","TD-TSS-0532","Traction Substation","Traction Distribution","LOC-089","Medium","Fair","2026-05-08","2026-10-10","Operational"
"AST-0533","ST-SIG-0533","Signal","Signal & Telecommunication","LOC-089","High","Poor","2026-06-09","2026-11-11","Operational"
"AST-0534","ST-AXC-0534","Axle Counter","Signal & Telecommunication","LOC-089","High","Critical","2026-07-10","2026-09-12","Under Observation"
"AST-0535","ENG-TRK-0535","Track","Engineering","LOC-090","Critical","Good","2026-03-11","2026-10-13","Maintenance In Progress"
"AST-0536","ENG-TO-0536","Turnout","Engineering","LOC-090","Medium","Fair","2026-04-12","2026-11-14","Operational"
"AST-0537","TD-OHE-0537","OHE Mast","Traction Distribution","LOC-090","High","Poor","2026-05-13","2026-09-15","Operational"
"AST-0538","TD-TSS-0538","Traction Substation","Traction Distribution","LOC-090","High","Critical","2026-06-14","2026-10-16","Under Observation"
"AST-0539","ST-SIG-0539","Signal","Signal & Telecommunication","LOC-090","Critical","Good","2026-07-15","2026-11-17","Maintenance In Progress"
"AST-0540","ST-AXC-0540","Axle Counter","Signal & Telecommunication","LOC-090","Medium","Fair","2026-03-16","2026-09-18","Operational"
"AST-0541","ENG-TRK-0541","Track","Engineering","LOC-091","High","Poor","2026-04-17","2026-10-19","Operational"
"AST-0542","ENG-TO-0542","Turnout","Engineering","LOC-091","High","Critical","2026-05-18","2026-11-20","Under Observation"
"AST-0543","TD-OHE-0543","OHE Mast","Traction Distribution","LOC-091","Critical","Good","2026-06-19","2026-09-21","Maintenance In Progress"
"AST-0544","TD-TSS-0544","Traction Substation","Traction Distribution","LOC-091","Medium","Fair","2026-07-20","2026-10-22","Operational"
"AST-0545","ST-SIG-0545","Signal","Signal & Telecommunication","LOC-091","High","Poor","2026-03-21","2026-11-23","Operational"
"AST-0546","ST-AXC-0546","Axle Counter","Signal & Telecommunication","LOC-091","High","Critical","2026-04-22","2026-09-24","Under Observation"
"AST-0547","ENG-TRK-0547","Track","Engineering","LOC-092","Critical","Good","2026-05-23","2026-10-25","Maintenance In Progress"
"AST-0548","ENG-TO-0548","Turnout","Engineering","LOC-092","Medium","Fair","2026-06-24","2026-11-26","Operational"
"AST-0549","TD-OHE-0549","OHE Mast","Traction Distribution","LOC-092","High","Poor","2026-07-25","2026-09-27","Operational"
"AST-0550","TD-TSS-0550","Traction Substation","Traction Distribution","LOC-092","High","Critical","2026-03-26","2026-10-03","Under Observation"
"AST-0551","ST-SIG-0551","Signal","Signal & Telecommunication","LOC-092","Critical","Good","2026-04-27","2026-11-04","Maintenance In Progress"
"AST-0552","ST-AXC-0552","Axle Counter","Signal & Telecommunication","LOC-092","Medium","Fair","2026-05-04","2026-09-05","Operational"
"AST-0553","ENG-TRK-0553","Track","Engineering","LOC-093","High","Poor","2026-06-05","2026-10-06","Operational"
"AST-0554","ENG-TO-0554","Turnout","Engineering","LOC-093","High","Critical","2026-07-06","2026-11-07","Under Observation"
"AST-0555","TD-OHE-0555","OHE Mast","Traction Distribution","LOC-093","Critical","Good","2026-03-07","2026-09-08","Maintenance In Progress"
"AST-0556","TD-TSS-0556","Traction Substation","Traction Distribution","LOC-093","Medium","Fair","2026-04-08","2026-10-09","Operational"
"AST-0557","ST-SIG-0557","Signal","Signal & Telecommunication","LOC-093","High","Poor","2026-05-09","2026-11-10","Operational"
"AST-0558","ST-AXC-0558","Axle Counter","Signal & Telecommunication","LOC-093","High","Critical","2026-06-10","2026-09-11","Under Observation"
"AST-0559","ENG-TRK-0559","Track","Engineering","LOC-094","Critical","Good","2026-07-11","2026-10-12","Maintenance In Progress"
"AST-0560","ENG-TO-0560","Turnout","Engineering","LOC-094","Medium","Fair","2026-03-12","2026-11-13","Operational"
"AST-0561","TD-OHE-0561","OHE Mast","Traction Distribution","LOC-094","High","Poor","2026-04-13","2026-09-14","Operational"
"AST-0562","TD-TSS-0562","Traction Substation","Traction Distribution","LOC-094","High","Critical","2026-05-14","2026-10-15","Under Observation"
"AST-0563","ST-SIG-0563","Signal","Signal & Telecommunication","LOC-094","Critical","Good","2026-06-15","2026-11-16","Maintenance In Progress"
"AST-0564","ST-AXC-0564","Axle Counter","Signal & Telecommunication","LOC-094","Medium","Fair","2026-07-16","2026-09-17","Operational"
"AST-0565","ENG-TRK-0565","Track","Engineering","LOC-095","High","Poor","2026-03-17","2026-10-18","Operational"
"AST-0566","ENG-TO-0566","Turnout","Engineering","LOC-095","High","Critical","2026-04-18","2026-11-19","Under Observation"
"AST-0567","TD-OHE-0567","OHE Mast","Traction Distribution","LOC-095","Critical","Good","2026-05-19","2026-09-20","Maintenance In Progress"
"AST-0568","TD-TSS-0568","Traction Substation","Traction Distribution","LOC-095","Medium","Fair","2026-06-20","2026-10-21","Operational"
"AST-0569","ST-SIG-0569","Signal","Signal & Telecommunication","LOC-095","High","Poor","2026-07-21","2026-11-22","Operational"
"AST-0570","ST-AXC-0570","Axle Counter","Signal & Telecommunication","LOC-095","High","Critical","2026-03-22","2026-09-23","Under Observation"
"AST-0571","ENG-TRK-0571","Track","Engineering","LOC-096","Critical","Good","2026-04-23","2026-10-24","Maintenance In Progress"
"AST-0572","ENG-TO-0572","Turnout","Engineering","LOC-096","Medium","Fair","2026-05-24","2026-11-25","Operational"
"AST-0573","TD-OHE-0573","OHE Mast","Traction Distribution","LOC-096","High","Poor","2026-06-25","2026-09-26","Operational"
"AST-0574","TD-TSS-0574","Traction Substation","Traction Distribution","LOC-096","High","Critical","2026-07-26","2026-10-27","Under Observation"
"AST-0575","ST-SIG-0575","Signal","Signal & Telecommunication","LOC-096","Critical","Good","2026-03-27","2026-11-03","Maintenance In Progress"
"AST-0576","ST-AXC-0576","Axle Counter","Signal & Telecommunication","LOC-096","Medium","Fair","2026-04-04","2026-09-04","Operational"
"AST-0577","ENG-TRK-0577","Track","Engineering","LOC-097","High","Poor","2026-05-05","2026-10-05","Operational"
"AST-0578","ENG-TO-0578","Turnout","Engineering","LOC-097","High","Critical","2026-06-06","2026-11-06","Under Observation"
"AST-0579","TD-OHE-0579","OHE Mast","Traction Distribution","LOC-097","Critical","Good","2026-07-07","2026-09-07","Maintenance In Progress"
"AST-0580","TD-TSS-0580","Traction Substation","Traction Distribution","LOC-097","Medium","Fair","2026-03-08","2026-10-08","Operational"
"AST-0581","ST-SIG-0581","Signal","Signal & Telecommunication","LOC-097","High","Poor","2026-04-09","2026-11-09","Operational"
"AST-0582","ST-AXC-0582","Axle Counter","Signal & Telecommunication","LOC-097","High","Critical","2026-05-10","2026-09-10","Under Observation"
"AST-0583","ENG-TRK-0583","Track","Engineering","LOC-098","Critical","Good","2026-06-11","2026-10-11","Maintenance In Progress"
"AST-0584","ENG-TO-0584","Turnout","Engineering","LOC-098","Medium","Fair","2026-07-12","2026-11-12","Operational"
"AST-0585","TD-OHE-0585","OHE Mast","Traction Distribution","LOC-098","High","Poor","2026-03-13","2026-09-13","Operational"
"AST-0586","TD-TSS-0586","Traction Substation","Traction Distribution","LOC-098","High","Critical","2026-04-14","2026-10-14","Under Observation"
"AST-0587","ST-SIG-0587","Signal","Signal & Telecommunication","LOC-098","Critical","Good","2026-05-15","2026-11-15","Maintenance In Progress"
"AST-0588","ST-AXC-0588","Axle Counter","Signal & Telecommunication","LOC-098","Medium","Fair","2026-06-16","2026-09-16","Operational"
"AST-0589","ENG-TRK-0589","Track","Engineering","LOC-099","High","Poor","2026-07-17","2026-10-17","Operational"
"AST-0590","ENG-TO-0590","Turnout","Engineering","LOC-099","High","Critical","2026-03-18","2026-11-18","Under Observation"
"AST-0591","TD-OHE-0591","OHE Mast","Traction Distribution","LOC-099","Critical","Good","2026-04-19","2026-09-19","Maintenance In Progress"
"AST-0592","TD-TSS-0592","Traction Substation","Traction Distribution","LOC-099","Medium","Fair","2026-05-20","2026-10-20","Operational"
"AST-0593","ST-SIG-0593","Signal","Signal & Telecommunication","LOC-099","High","Poor","2026-06-21","2026-11-21","Operational"
"AST-0594","ST-AXC-0594","Axle Counter","Signal & Telecommunication","LOC-099","High","Critical","2026-07-22","2026-09-22","Under Observation"
"AST-0595","ENG-TRK-0595","Track","Engineering","LOC-100","Critical","Good","2026-03-23","2026-10-23","Maintenance In Progress"
"AST-0596","ENG-TO-0596","Turnout","Engineering","LOC-100","Medium","Fair","2026-04-24","2026-11-24","Operational"
"AST-0597","TD-OHE-0597","OHE Mast","Traction Distribution","LOC-100","High","Poor","2026-05-25","2026-09-25","Operational"
"AST-0598","TD-TSS-0598","Traction Substation","Traction Distribution","LOC-100","High","Critical","2026-06-26","2026-10-26","Under Observation"
"AST-0599","ST-SIG-0599","Signal","Signal & Telecommunication","LOC-100","Critical","Good","2026-07-27","2026-11-27","Maintenance In Progress"
"AST-0600","ST-AXC-0600","Axle Counter","Signal & Telecommunication","LOC-100","Medium","Fair","2026-03-04","2026-09-03","Operational"
"AST-0601","ENG-TRK-0601","Track","Engineering","LOC-101","High","Poor","2026-04-05","2026-10-04","Operational"
"AST-0602","ENG-TO-0602","Turnout","Engineering","LOC-101","High","Critical","2026-05-06","2026-11-05","Under Observation"
"AST-0603","TD-OHE-0603","OHE Mast","Traction Distribution","LOC-101","Critical","Good","2026-06-07","2026-09-06","Maintenance In Progress"
"AST-0604","TD-TSS-0604","Traction Substation","Traction Distribution","LOC-101","Medium","Fair","2026-07-08","2026-10-07","Operational"
"AST-0605","ST-SIG-0605","Signal","Signal & Telecommunication","LOC-101","High","Poor","2026-03-09","2026-11-08","Operational"
"AST-0606","ST-AXC-0606","Axle Counter","Signal & Telecommunication","LOC-101","High","Critical","2026-04-10","2026-09-09","Under Observation"
"AST-0607","ENG-TRK-0607","Track","Engineering","LOC-102","Critical","Good","2026-05-11","2026-10-10","Maintenance In Progress"
"AST-0608","ENG-TO-0608","Turnout","Engineering","LOC-102","Medium","Fair","2026-06-12","2026-11-11","Operational"
"AST-0609","TD-OHE-0609","OHE Mast","Traction Distribution","LOC-102","High","Poor","2026-07-13","2026-09-12","Operational"
"AST-0610","TD-TSS-0610","Traction Substation","Traction Distribution","LOC-102","High","Critical","2026-03-14","2026-10-13","Under Observation"
"AST-0611","ST-SIG-0611","Signal","Signal & Telecommunication","LOC-102","Critical","Good","2026-04-15","2026-11-14","Maintenance In Progress"
"AST-0612","ST-AXC-0612","Axle Counter","Signal & Telecommunication","LOC-102","Medium","Fair","2026-05-16","2026-09-15","Operational"
"AST-0613","ENG-TRK-0613","Track","Engineering","LOC-103","High","Poor","2026-06-17","2026-10-16","Operational"
"AST-0614","ENG-TO-0614","Turnout","Engineering","LOC-103","High","Critical","2026-07-18","2026-11-17","Under Observation"
"AST-0615","TD-OHE-0615","OHE Mast","Traction Distribution","LOC-103","Critical","Good","2026-03-19","2026-09-18","Maintenance In Progress"
"AST-0616","TD-TSS-0616","Traction Substation","Traction Distribution","LOC-103","Medium","Fair","2026-04-20","2026-10-19","Operational"
"AST-0617","ST-SIG-0617","Signal","Signal & Telecommunication","LOC-103","High","Poor","2026-05-21","2026-11-20","Operational"
"AST-0618","ST-AXC-0618","Axle Counter","Signal & Telecommunication","LOC-103","High","Critical","2026-06-22","2026-09-21","Under Observation"
"AST-0619","ENG-TRK-0619","Track","Engineering","LOC-104","Critical","Good","2026-07-23","2026-10-22","Maintenance In Progress"
"AST-0620","ENG-TO-0620","Turnout","Engineering","LOC-104","Medium","Fair","2026-03-24","2026-11-23","Operational"
"AST-0621","TD-OHE-0621","OHE Mast","Traction Distribution","LOC-104","High","Poor","2026-04-25","2026-09-24","Operational"
"AST-0622","TD-TSS-0622","Traction Substation","Traction Distribution","LOC-104","High","Critical","2026-05-26","2026-10-25","Under Observation"
"AST-0623","ST-SIG-0623","Signal","Signal & Telecommunication","LOC-104","Critical","Good","2026-06-27","2026-11-26","Maintenance In Progress"
"AST-0624","ST-AXC-0624","Axle Counter","Signal & Telecommunication","LOC-104","Medium","Fair","2026-07-04","2026-09-27","Operational"
"AST-0625","ENG-TRK-0625","Track","Engineering","LOC-105","High","Poor","2026-03-05","2026-10-03","Operational"
"AST-0626","ENG-TO-0626","Turnout","Engineering","LOC-105","High","Critical","2026-04-06","2026-11-04","Under Observation"
"AST-0627","TD-OHE-0627","OHE Mast","Traction Distribution","LOC-105","Critical","Good","2026-05-07","2026-09-05","Maintenance In Progress"
"AST-0628","TD-TSS-0628","Traction Substation","Traction Distribution","LOC-105","Medium","Fair","2026-06-08","2026-10-06","Operational"
"AST-0629","ST-SIG-0629","Signal","Signal & Telecommunication","LOC-105","High","Poor","2026-07-09","2026-11-07","Operational"
"AST-0630","ST-AXC-0630","Axle Counter","Signal & Telecommunication","LOC-105","High","Critical","2026-03-10","2026-09-08","Under Observation"
"AST-0631","ENG-TRK-0631","Track","Engineering","LOC-106","Critical","Good","2026-04-11","2026-10-09","Maintenance In Progress"
"AST-0632","ENG-TO-0632","Turnout","Engineering","LOC-106","Medium","Fair","2026-05-12","2026-11-10","Operational"
"AST-0633","TD-OHE-0633","OHE Mast","Traction Distribution","LOC-106","High","Poor","2026-06-13","2026-09-11","Operational"
"AST-0634","TD-TSS-0634","Traction Substation","Traction Distribution","LOC-106","High","Critical","2026-07-14","2026-10-12","Under Observation"
"AST-0635","ST-SIG-0635","Signal","Signal & Telecommunication","LOC-106","Critical","Good","2026-03-15","2026-11-13","Maintenance In Progress"
"AST-0636","ST-AXC-0636","Axle Counter","Signal & Telecommunication","LOC-106","Medium","Fair","2026-04-16","2026-09-14","Operational"
"AST-0637","ENG-TRK-0637","Track","Engineering","LOC-107","High","Poor","2026-05-17","2026-10-15","Operational"
"AST-0638","ENG-TO-0638","Turnout","Engineering","LOC-107","High","Critical","2026-06-18","2026-11-16","Under Observation"
"AST-0639","TD-OHE-0639","OHE Mast","Traction Distribution","LOC-107","Critical","Good","2026-07-19","2026-09-17","Maintenance In Progress"
"AST-0640","TD-TSS-0640","Traction Substation","Traction Distribution","LOC-107","Medium","Fair","2026-03-20","2026-10-18","Operational"
"AST-0641","ST-SIG-0641","Signal","Signal & Telecommunication","LOC-107","High","Poor","2026-04-21","2026-11-19","Operational"
"AST-0642","ST-AXC-0642","Axle Counter","Signal & Telecommunication","LOC-107","High","Critical","2026-05-22","2026-09-20","Under Observation"
"AST-0643","ENG-TRK-0643","Track","Engineering","LOC-108","Critical","Good","2026-06-23","2026-10-21","Maintenance In Progress"
"AST-0644","ENG-TO-0644","Turnout","Engineering","LOC-108","Medium","Fair","2026-07-24","2026-11-22","Operational"
"AST-0645","TD-OHE-0645","OHE Mast","Traction Distribution","LOC-108","High","Poor","2026-03-25","2026-09-23","Operational"
"AST-0646","TD-TSS-0646","Traction Substation","Traction Distribution","LOC-108","High","Critical","2026-04-26","2026-10-24","Under Observation"
"AST-0647","ST-SIG-0647","Signal","Signal & Telecommunication","LOC-108","Critical","Good","2026-05-27","2026-11-25","Maintenance In Progress"
