"task_id","asset_id","location_id","corridor","task_type","description","severity","failure_probability","asset_criticality","traffic_impact","estimated_duration_minutes","required_department","earliest_start","deadline","status","priority_score"
"TSK-1012","AST-0506","LOC-085","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Turnout at LOC-085","Medium","0.76","High","Medium","57","Engineering","2026-09-01 12:00:00","2026-09-07 12:00:00","Pending",""
"TSK-1013","AST-0507","LOC-085","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-085","Medium","0.77","Critical","High","74","Traction Distribution","2026-09-01 15:00:00","2026-09-08 15:00:00","Pending",""
"TSK-1014","AST-0507","LOC-085","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: OHE Mast at LOC-085","Critical","0.78","Critical","Low","91","Traction Distribution","2026-09-01 18:00:00","2026-09-09 18:00:00","In Progress",""
"TSK-1015","AST-0508","LOC-085","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-085","Critical","0.79","Medium","Medium","37","Traction Distribution","2026-09-01 21:00:00","2026-09-10 21:00:00","Pending",""
"TSK-1016","AST-0508","LOC-085","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Traction Substation at LOC-085","Medium","0.8","Medium","High","54","Traction Distribution","2026-09-02 00:00:00","2026-09-12 00:00:00","Pending",""
"TSK-1017","AST-0509","LOC-085","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Signal at LOC-085","Medium","0.81","High","Low","71","Signal & Telecommunication","2026-09-02 03:00:00","2026-09-13 03:00:00","Pending",""
"TSK-1018","AST-0509","LOC-085","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Signal at LOC-085","Critical","0.82","High","Medium","88","Signal & Telecommunication","2026-09-02 06:00:00","2026-09-14 06:00:00","Pending",""
"TSK-1019","AST-0510","LOC-085","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-085","Critical","0.83","High","High","105","Signal & Telecommunication","2026-09-02 09:00:00","2026-09-15 09:00:00","Pending",""
"TSK-1020","AST-0510","LOC-085","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Axle Counter at LOC-085","Medium","0.84","High","Low","51","Signal & Telecommunication","2026-09-02 12:00:00","2026-09-16 12:00:00","Scheduled",""
"TSK-1021","AST-0511","LOC-086","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Track at LOC-086","Medium","0.85","Critical","Medium","68","Engineering","2026-09-02 15:00:00","2026-09-17 15:00:00","Pending",""
"TSK-1022","AST-0511","LOC-086","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Track at LOC-086","Critical","0.86","Critical","High","85","Engineering","2026-09-02 18:00:00","2026-09-04 18:00:00","Pending",""
"TSK-1023","AST-0512","LOC-086","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Turnout at LOC-086","Critical","0.87","Medium","Low","102","Engineering","2026-09-02 21:00:00","2026-09-05 21:00:00","Pending",""
"TSK-1024","AST-0512","LOC-086","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Turnout at LOC-086","Medium","0.88","Medium","Medium","48","Engineering","2026-09-03 00:00:00","2026-09-07 00:00:00","Pending",""
"TSK-1025","AST-0513","LOC-086","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-086","Medium","0.89","High","High","65","Traction Distribution","2026-09-03 03:00:00","2026-09-08 03:00:00","Pending",""
"TSK-1026","AST-0513","LOC-086","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: OHE Mast at LOC-086","Critical","0.9","High","Low","82","Traction Distribution","2026-09-03 06:00:00","2026-09-09 06:00:00","Pending",""
"TSK-1027","AST-0514","LOC-086","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-086","Critical","0.12","High","Medium","99","Traction Distribution","2026-09-03 09:00:00","2026-09-10 09:00:00","In Progress",""
"TSK-1028","AST-0514","LOC-086","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Traction Substation at LOC-086","Medium","0.13","High","High","45","Traction Distribution","2026-09-03 12:00:00","2026-09-11 12:00:00","Pending",""
"TSK-1029","AST-0515","LOC-086","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Signal at LOC-086","Medium","0.14","Critical","Low","62","Signal & Telecommunication","2026-09-03 15:00:00","2026-09-12 15:00:00","Pending",""
"TSK-1030","AST-0515","LOC-086","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Signal at LOC-086","Critical","0.15","Critical","Medium","79","Signal & Telecommunication","2026-09-03 18:00:00","2026-09-13 18:00:00","Pending",""
"TSK-1031","AST-0516","LOC-086","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-086","Critical","0.16","Medium","High","96","Signal & Telecommunication","2026-09-03 21:00:00","2026-09-14 21:00:00","Pending",""
"TSK-1032","AST-0516","LOC-086","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Axle Counter at LOC-086","Medium","0.17","Medium","Low","42","Signal & Telecommunication","2026-09-04 00:00:00","2026-09-16 00:00:00","Pending",""
"TSK-1033","AST-0517","LOC-087","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Track at LOC-087","Medium","0.18","High","Medium","59","Engineering","2026-09-04 03:00:00","2026-09-17 03:00:00","Pending",""
"TSK-1034","AST-0517","LOC-087","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Track at LOC-087","Critical","0.19","High","High","76","Engineering","2026-09-04 06:00:00","2026-09-18 06:00:00","Pending",""
"TSK-1035","AST-0518","LOC-087","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Turnout at LOC-087","Critical","0.2","High","Low","93","Engineering","2026-09-04 09:00:00","2026-09-19 09:00:00","Pending",""
"TSK-1036","AST-0518","LOC-087","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Turnout at LOC-087","Medium","0.21","High","Medium","39","Engineering","2026-09-04 12:00:00","2026-09-06 12:00:00","Pending",""
"TSK-1037","AST-0519","LOC-087","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-087","Medium","0.22","Critical","High","56","Traction Distribution","2026-09-04 15:00:00","2026-09-07 15:00:00","Scheduled",""
"TSK-1038","AST-0519","LOC-087","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: OHE Mast at LOC-087","Critical","0.23","Critical","Low","73","Traction Distribution","2026-09-04 18:00:00","2026-09-08 18:00:00","Pending",""
"TSK-1039","AST-0520","LOC-087","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-087","Critical","0.24","Medium","Medium","90","Traction Distribution","2026-09-04 21:00:00","2026-09-09 21:00:00","Pending",""
"TSK-1040","AST-0520","LOC-087","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Traction Substation at LOC-087","Medium","0.25","Medium","High","36","Traction Distribution","2026-09-05 00:00:00","2026-09-11 00:00:00","In Progress",""
"TSK-1041","AST-0521","LOC-087","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Signal at LOC-087","Medium","0.26","High","Low","53","Signal & Telecommunication","2026-09-05 03:00:00","2026-09-12 03:00:00","Pending",""
"TSK-1042","AST-0521","LOC-087","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Signal at LOC-087","Critical","0.27","High","Medium","70","Signal & Telecommunication","2026-09-05 06:00:00","2026-09-13 06:00:00","Pending",""
"TSK-1043","AST-0522","LOC-087","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-087","Critical","0.28","High","High","87","Signal & Telecommunication","2026-09-05 09:00:00","2026-09-14 09:00:00","Pending",""
"TSK-1044","AST-0522","LOC-087","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Axle Counter at LOC-087","Medium","0.29","High","Low","104","Signal & Telecommunication","2026-09-05 12:00:00","2026-09-15 12:00:00","Pending",""
"TSK-1045","AST-0523","LOC-088","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Track at LOC-088","Medium","0.3","Critical","Medium","50","Engineering","2026-09-05 15:00:00","2026-09-16 15:00:00","Pending",""
"TSK-1046","AST-0523","LOC-088","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Track at LOC-088","Critical","0.31","Critical","High","67","Engineering","2026-09-05 18:00:00","2026-09-17 18:00:00","Pending",""
"TSK-1047","AST-0524","LOC-088","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Turnout at LOC-088","Critical","0.32","Medium","Low","84","Engineering","2026-09-05 21:00:00","2026-09-18 21:00:00","Pending",""
"TSK-1048","AST-0524","LOC-088","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Turnout at LOC-088","Medium","0.33","Medium","Medium","101","Engineering","2026-09-06 00:00:00","2026-09-20 00:00:00","Pending",""
"TSK-1049","AST-0525","LOC-088","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-088","Medium","0.34","High","High","47","Traction Distribution","2026-09-06 03:00:00","2026-09-21 03:00:00","Pending",""
"TSK-1050","AST-0525","LOC-088","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: OHE Mast at LOC-088","Critical","0.35","High","Low","64","Traction Distribution","2026-09-06 06:00:00","2026-09-08 06:00:00","Pending",""
"TSK-1051","AST-0526","LOC-088","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-088","Critical","0.36","High","Medium","81","Traction Distribution","2026-09-06 09:00:00","2026-09-09 09:00:00","Pending",""
"TSK-1052","AST-0526","LOC-088","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Traction Substation at LOC-088","Medium","0.37","High","High","98","Traction Distribution","2026-09-06 12:00:00","2026-09-10 12:00:00","Pending",""
"TSK-1053","AST-0527","LOC-088","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Signal at LOC-088","Medium","0.38","Critical","Low","44","Signal & Telecommunication","2026-09-06 15:00:00","2026-09-11 15:00:00","In Progress",""
"TSK-1054","AST-0527","LOC-088","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Signal at LOC-088","Critical","0.39","Critical","Medium","61","Signal & Telecommunication","2026-09-06 18:00:00","2026-09-12 18:00:00","Scheduled",""
"TSK-1055","AST-0528","LOC-088","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-088","Critical","0.4","Medium","High","78","Signal & Telecommunication","2026-09-06 21:00:00","2026-09-13 21:00:00","Pending",""
"TSK-1056","AST-0528","LOC-088","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Axle Counter at LOC-088","Medium","0.41","Medium","Low","95","Signal & Telecommunication","2026-09-07 00:00:00","2026-09-15 00:00:00","Pending",""
"TSK-1057","AST-0529","LOC-089","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Track at LOC-089","Medium","0.42","High","Medium","41","Engineering","2026-09-07 03:00:00","2026-09-16 03:00:00","Pending",""
"TSK-1058","AST-0529","LOC-089","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Track at LOC-089","Critical","0.43","High","High","58","Engineering","2026-09-07 06:00:00","2026-09-17 06:00:00","Pending",""
"TSK-1059","AST-0530","LOC-089","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Turnout at LOC-089","Critical","0.44","High","Low","75","Engineering","2026-09-07 09:00:00","2026-09-18 09:00:00","Pending",""
"TSK-1060","AST-0530","LOC-089","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Turnout at LOC-089","Medium","0.45","High","Medium","92","Engineering","2026-09-07 12:00:00","2026-09-19 12:00:00","Pending",""
"TSK-1061","AST-0531","LOC-089","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-089","Medium","0.46","Critical","High","38","Traction Distribution","2026-09-07 15:00:00","2026-09-20 15:00:00","Pending",""
"TSK-1062","AST-0531","LOC-089","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: OHE Mast at LOC-089","Critical","0.47","Critical","Low","55","Traction Distribution","2026-09-07 18:00:00","2026-09-21 18:00:00","Pending",""
"TSK-1063","AST-0532","LOC-089","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-089","Critical","0.48","Medium","Medium","72","Traction Distribution","2026-09-07 21:00:00","2026-09-22 21:00:00","Pending",""
"TSK-1064","AST-0532","LOC-089","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Traction Substation at LOC-089","Medium","0.49","Medium","High","89","Traction Distribution","2026-09-08 00:00:00","2026-09-10 00:00:00","Pending",""
"TSK-1065","AST-0533","LOC-089","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Signal at LOC-089","Medium","0.5","High","Low","35","Signal & Telecommunication","2026-09-08 03:00:00","2026-09-11 03:00:00","Pending",""
"TSK-1066","AST-0533","LOC-089","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Signal at LOC-089","Critical","0.51","High","Medium","52","Signal & Telecommunication","2026-09-08 06:00:00","2026-09-12 06:00:00","In Progress",""
"TSK-1067","AST-0534","LOC-089","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-089","Critical","0.52","High","High","69","Signal & Telecommunication","2026-09-08 09:00:00","2026-09-13 09:00:00","Pending",""
"TSK-1068","AST-0534","LOC-089","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Axle Counter at LOC-089","Medium","0.53","High","Low","86","Signal & Telecommunication","2026-09-08 12:00:00","2026-09-14 12:00:00","Pending",""
"TSK-1069","AST-0535","LOC-090","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Track at LOC-090","Medium","0.54","Critical","Medium","103","Engineering","2026-09-08 15:00:00","2026-09-15 15:00:00","Pending",""
"TSK-1070","AST-0535","LOC-090","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Track at LOC-090","Critical","0.55","Critical","High","49","Engineering","2026-09-08 18:00:00","2026-09-16 18:00:00","Pending",""
"TSK-1071","AST-0536","LOC-090","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Turnout at LOC-090","Critical","0.56","Medium","Low","66","Engineering","2026-09-08 21:00:00","2026-09-17 21:00:00","Scheduled",""
"TSK-1072","AST-0536","LOC-090","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Turnout at LOC-090","Medium","0.57","Medium","Medium","83","Engineering","2026-09-09 00:00:00","2026-09-19 00:00:00","Pending",""
"TSK-1073","AST-0537","LOC-090","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-090","Medium","0.58","High","High","100","Traction Distribution","2026-09-09 03:00:00","2026-09-20 03:00:00","Pending",""
"TSK-1074","AST-0537","LOC-090","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: OHE Mast at LOC-090","Critical","0.59","High","Low","46","Traction Distribution","2026-09-09 06:00:00","2026-09-21 06:00:00","Pending",""
"TSK-1075","AST-0538","LOC-090","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-090","Critical","0.6","High","Medium","63","Traction Distribution","2026-09-09 09:00:00","2026-09-22 09:00:00","Pending",""
"TSK-1076","AST-0538","LOC-090","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Traction Substation at LOC-090","Medium","0.61","High","High","80","Traction Distribution","2026-09-09 12:00:00","2026-09-23 12:00:00","Pending",""
"TSK-1077","AST-0539","LOC-090","Manipur: Imphal-Jiribam","Preventive Maintenance","Synthetic demo: Signal at LOC-090","Medium","0.62","Critical","Low","97","Signal & Telecommunication","2026-09-09 15:00:00","2026-09-24 15:00:00","Pending",""
"TSK-1078","AST-0539","LOC-090","Manipur: Imphal-Jiribam","Condition Monitoring","Synthetic demo: Signal at LOC-090","Critical","0.63","Critical","Medium","43","Signal & Telecommunication","2026-09-09 18:00:00","2026-09-11 18:00:00","Pending",""
"TSK-1079","AST-0540","LOC-090","Manipur: Imphal-Jiribam","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-090","Critical","0.64","Medium","High","60","Signal & Telecommunication","2026-09-09 21:00:00","2026-09-12 21:00:00","In Progress",""
"TSK-1080","AST-0540","LOC-090","Manipur: Imphal-Jiribam","Inspection","Synthetic demo: Axle Counter at LOC-090","Medium","0.65","Medium","Low","77","Signal & Telecommunication","2026-09-10 00:00:00","2026-09-14 00:00:00","Pending",""
"TSK-1081","AST-0541","LOC-091","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Track at LOC-091","Medium","0.66","High","Medium","94","Engineering","2026-09-10 03:00:00","2026-09-15 03:00:00","Pending",""
"TSK-1082","AST-0541","LOC-091","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Track at LOC-091","Critical","0.67","High","High","40","Engineering","2026-09-10 06:00:00","2026-09-16 06:00:00","Pending",""
"TSK-1083","AST-0542","LOC-091","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Turnout at LOC-091","Critical","0.68","High","Low","57","Engineering","2026-09-10 09:00:00","2026-09-17 09:00:00","Pending",""
"TSK-1084","AST-0542","LOC-091","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Turnout at LOC-091","Medium","0.69","High","Medium","74","Engineering","2026-09-10 12:00:00","2026-09-18 12:00:00","Pending",""
"TSK-1085","AST-0543","LOC-091","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-091","Medium","0.7","Critical","High","91","Traction Distribution","2026-09-10 15:00:00","2026-09-19 15:00:00","Pending",""
"TSK-1086","AST-0543","LOC-091","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: OHE Mast at LOC-091","Critical","0.71","Critical","Low","37","Traction Distribution","2026-09-10 18:00:00","2026-09-20 18:00:00","Pending",""
"TSK-1087","AST-0544","LOC-091","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-091","Critical","0.72","Medium","Medium","54","Traction Distribution","2026-09-10 21:00:00","2026-09-21 21:00:00","Pending",""
"TSK-1088","AST-0544","LOC-091","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Traction Substation at LOC-091","Medium","0.73","Medium","High","71","Traction Distribution","2026-09-11 00:00:00","2026-09-23 00:00:00","Scheduled",""
"TSK-1089","AST-0545","LOC-091","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Signal at LOC-091","Medium","0.74","High","Low","88","Signal & Telecommunication","2026-09-11 03:00:00","2026-09-24 03:00:00","Pending",""
"TSK-1090","AST-0545","LOC-091","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Signal at LOC-091","Critical","0.75","High","Medium","105","Signal & Telecommunication","2026-09-11 06:00:00","2026-09-25 06:00:00","Pending",""
"TSK-1091","AST-0546","LOC-091","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-091","Critical","0.76","High","High","51","Signal & Telecommunication","2026-09-11 09:00:00","2026-09-26 09:00:00","Pending",""
"TSK-1092","AST-0546","LOC-091","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Axle Counter at LOC-091","Medium","0.77","High","Low","68","Signal & Telecommunication","2026-09-11 12:00:00","2026-09-13 12:00:00","In Progress",""
"TSK-1093","AST-0547","LOC-092","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Track at LOC-092","Medium","0.78","Critical","Medium","85","Engineering","2026-09-11 15:00:00","2026-09-14 15:00:00","Pending",""
"TSK-1094","AST-0547","LOC-092","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Track at LOC-092","Critical","0.79","Critical","High","102","Engineering","2026-09-11 18:00:00","2026-09-15 18:00:00","Pending",""
"TSK-1095","AST-0548","LOC-092","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Turnout at LOC-092","Critical","0.8","Medium","Low","48","Engineering","2026-09-11 21:00:00","2026-09-16 21:00:00","Pending",""
"TSK-1096","AST-0548","LOC-092","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Turnout at LOC-092","Medium","0.81","Medium","Medium","65","Engineering","2026-09-12 00:00:00","2026-09-18 00:00:00","Pending",""
"TSK-1097","AST-0549","LOC-092","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-092","Medium","0.82","High","High","82","Traction Distribution","2026-09-12 03:00:00","2026-09-19 03:00:00","Pending",""
"TSK-1098","AST-0549","LOC-092","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: OHE Mast at LOC-092","Critical","0.83","High","Low","99","Traction Distribution","2026-09-12 06:00:00","2026-09-20 06:00:00","Pending",""
"TSK-1099","AST-0550","LOC-092","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-092","Critical","0.84","High","Medium","45","Traction Distribution","2026-09-12 09:00:00","2026-09-21 09:00:00","Pending",""
"TSK-1100","AST-0550","LOC-092","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Traction Substation at LOC-092","Medium","0.85","High","High","62","Traction Distribution","2026-09-12 12:00:00","2026-09-22 12:00:00","Pending",""
"TSK-1101","AST-0551","LOC-092","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Signal at LOC-092","Medium","0.86","Critical","Low","79","Signal & Telecommunication","2026-09-12 15:00:00","2026-09-23 15:00:00","Pending",""
"TSK-1102","AST-0551","LOC-092","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Signal at LOC-092","Critical","0.87","Critical","Medium","96","Signal & Telecommunication","2026-09-12 18:00:00","2026-09-24 18:00:00","Pending",""
"TSK-1103","AST-0552","LOC-092","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-092","Critical","0.88","Medium","High","42","Signal & Telecommunication","2026-09-12 21:00:00","2026-09-25 21:00:00","Pending",""
"TSK-1104","AST-0552","LOC-092","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Axle Counter at LOC-092","Medium","0.89","Medium","Low","59","Signal & Telecommunication","2026-09-13 00:00:00","2026-09-27 00:00:00","Pending",""
"TSK-1105","AST-0553","LOC-093","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Track at LOC-093","Medium","0.9","High","Medium","76","Engineering","2026-09-13 03:00:00","2026-09-28 03:00:00","In Progress",""
"TSK-1106","AST-0553","LOC-093","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Track at LOC-093","Critical","0.12","High","High","93","Engineering","2026-09-13 06:00:00","2026-09-15 06:00:00","Pending",""
"TSK-1107","AST-0554","LOC-093","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Turnout at LOC-093","Critical","0.13","High","Low","39","Engineering","2026-09-13 09:00:00","2026-09-16 09:00:00","Pending",""
"TSK-1108","AST-0554","LOC-093","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Turnout at LOC-093","Medium","0.14","High","Medium","56","Engineering","2026-09-13 12:00:00","2026-09-17 12:00:00","Pending",""
"TSK-1109","AST-0555","LOC-093","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-093","Medium","0.15","Critical","High","73","Traction Distribution","2026-09-13 15:00:00","2026-09-18 15:00:00","Pending",""
"TSK-1110","AST-0555","LOC-093","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: OHE Mast at LOC-093","Critical","0.16","Critical","Low","90","Traction Distribution","2026-09-13 18:00:00","2026-09-19 18:00:00","Pending",""
"TSK-1111","AST-0556","LOC-093","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-093","Critical","0.17","Medium","Medium","36","Traction Distribution","2026-09-13 21:00:00","2026-09-20 21:00:00","Pending",""
"TSK-1112","AST-0556","LOC-093","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Traction Substation at LOC-093","Medium","0.18","Medium","High","53","Traction Distribution","2026-09-14 00:00:00","2026-09-22 00:00:00","Pending",""
"TSK-1113","AST-0557","LOC-093","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Signal at LOC-093","Medium","0.19","High","Low","70","Signal & Telecommunication","2026-09-14 03:00:00","2026-09-23 03:00:00","Pending",""
"TSK-1114","AST-0557","LOC-093","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Signal at LOC-093","Critical","0.2","High","Medium","87","Signal & Telecommunication","2026-09-14 06:00:00","2026-09-24 06:00:00","Pending",""
"TSK-1115","AST-0558","LOC-093","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-093","Critical","0.21","High","High","104","Signal & Telecommunication","2026-09-14 09:00:00","2026-09-25 09:00:00","Pending",""
"TSK-1116","AST-0558","LOC-093","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Axle Counter at LOC-093","Medium","0.22","High","Low","50","Signal & Telecommunication","2026-09-14 12:00:00","2026-09-26 12:00:00","Pending",""
"TSK-1117","AST-0559","LOC-094","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Track at LOC-094","Medium","0.23","Critical","Medium","67","Engineering","2026-09-14 15:00:00","2026-09-27 15:00:00","Pending",""
"TSK-1118","AST-0559","LOC-094","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Track at LOC-094","Critical","0.24","Critical","High","84","Engineering","2026-09-14 18:00:00","2026-09-28 18:00:00","In Progress",""
"TSK-1119","AST-0560","LOC-094","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Turnout at LOC-094","Critical","0.25","Medium","Low","101","Engineering","2026-09-14 21:00:00","2026-09-29 21:00:00","Pending",""
"TSK-1120","AST-0560","LOC-094","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Turnout at LOC-094","Medium","0.26","Medium","Medium","47","Engineering","2026-09-15 00:00:00","2026-09-17 00:00:00","Pending",""
"TSK-1121","AST-0561","LOC-094","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-094","Medium","0.27","High","High","64","Traction Distribution","2026-09-15 03:00:00","2026-09-18 03:00:00","Pending",""
"TSK-1122","AST-0561","LOC-094","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: OHE Mast at LOC-094","Critical","0.28","High","Low","81","Traction Distribution","2026-09-15 06:00:00","2026-09-19 06:00:00","Scheduled",""
"TSK-1123","AST-0562","LOC-094","Meghalaya: Shillong-Guwahati","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-094","Critical","0.29","High","Medium","98","Traction Distribution","2026-09-15 09:00:00","2026-09-20 09:00:00","Pending",""
"TSK-1124","AST-0562","LOC-094","Meghalaya: Shillong-Guwahati","Inspection","Synthetic demo: Traction Substation at LOC-094","Medium","0.3","High","High","44","Traction Distribution","2026-09-15 12:00:00","2026-09-21 12:00:00","Pending",""
"TSK-1125","AST-0563","LOC-094","Meghalaya: Shillong-Guwahati","Preventive Maintenance","Synthetic demo: Signal at LOC-094","Medium","0.31","Critical","Low","61","Signal & Telecommunication","2026-09-15 15:00:00","2026-09-22 15:00:00","Pending",""
"TSK-1126","AST-0563","LOC-094","Meghalaya: Shillong-Guwahati","Condition Monitoring","Synthetic demo: Signal at LOC-094","Critical","0.32","Critical","Medium","78","Signal & Telecommunication","2026-09-15 18:00:00","2026-09-23 18:00:00","Pending",""
