asset_type,asset_condition,asset_criticality,asset_status,severity,task_type,traffic_impact,department,corridor,duration_minutes,simulated_failure_signal,days_since_maintenance,days_to_next_maintenance,deadline_hours,observation,failure_within_30_days
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Madhya Pradesh: Bhopal-Jabalpur,83.0,0.73,172,17,462.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Madhya Pradesh: Bhopal-Jabalpur,100.0,0.74,140,48,489.0,0,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Madhya Pradesh: Bhopal-Jabalpur,100.0,0.74,140,48,489.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Madhya Pradesh: Bhopal-Jabalpur,100.0,0.74,140,48,489.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Madhya Pradesh: Bhopal-Jabalpur,46.0,0.75,140,48,516.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Madhya Pradesh: Bhopal-Jabalpur,46.0,0.75,140,48,516.0,1,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Madhya Pradesh: Bhopal-Jabalpur,46.0,0.75,140,48,516.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,63.0,0.76,109,80,543.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,63.0,0.76,109,80,543.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,63.0,0.76,109,80,543.0,2,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,80.0,0.77,109,80,570.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,80.0,0.77,109,80,570.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,80.0,0.77,109,80,570.0,2,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,97.0,0.78,77,20,597.0,0,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,97.0,0.78,77,20,597.0,1,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,97.0,0.78,77,20,597.0,2,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,43.0,0.79,77,20,624.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,43.0,0.79,77,20,624.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Madhya Pradesh: Bhopal-Jabalpur,43.0,0.79,77,20,624.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,60.0,0.8,46,51,651.0,0,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,60.0,0.8,46,51,651.0,1,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,60.0,0.8,46,51,651.0,2,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,77.0,0.81,46,51,342.0,0,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,77.0,0.81,46,51,342.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,77.0,0.81,46,51,342.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,94.0,0.82,167,83,369.0,0,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,94.0,0.82,167,83,369.0,1,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,94.0,0.82,167,83,369.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,40.0,0.83,167,83,396.0,0,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,40.0,0.83,167,83,396.0,1,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,40.0,0.83,167,83,396.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,57.0,0.84,135,23,423.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,57.0,0.84,135,23,423.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,57.0,0.84,135,23,423.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,74.0,0.85,135,23,450.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,74.0,0.85,135,23,450.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,74.0,0.85,135,23,450.0,2,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,91.0,0.86,104,54,477.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,91.0,0.86,104,54,477.0,1,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,91.0,0.86,104,54,477.0,2,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,37.0,0.87,104,54,504.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,37.0,0.87,104,54,504.0,1,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,37.0,0.87,104,54,504.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,54.0,0.88,72,86,531.0,0,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,54.0,0.88,72,86,531.0,1,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,54.0,0.88,72,86,531.0,2,0
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,71.0,0.89,72,86,558.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,71.0,0.89,72,86,558.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,71.0,0.89,72,86,558.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,88.0,0.9,41,26,585.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,88.0,0.9,41,26,585.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,88.0,0.9,41,26,585.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,105.0,0.12,41,26,612.0,0,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,105.0,0.12,41,26,612.0,1,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,105.0,0.12,41,26,612.0,2,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,51.0,0.13,162,32,639.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,51.0,0.13,162,32,639.0,1,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,51.0,0.13,162,32,639.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,68.0,0.14,162,32,666.0,0,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,68.0,0.14,162,32,666.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,68.0,0.14,162,32,666.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,85.0,0.15,130,64,693.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,85.0,0.15,130,64,693.0,1,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,85.0,0.15,130,64,693.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,102.0,0.16,130,64,384.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,102.0,0.16,130,64,384.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,102.0,0.16,130,64,384.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,48.0,0.17,99,4,411.0,0,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,48.0,0.17,99,4,411.0,1,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,48.0,0.17,99,4,411.0,2,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,65.0,0.18,99,4,438.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,65.0,0.18,99,4,438.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,65.0,0.18,99,4,438.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,82.0,0.19,67,35,465.0,0,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,82.0,0.19,67,35,465.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,82.0,0.19,67,35,465.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,99.0,0.2,67,35,492.0,0,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,99.0,0.2,67,35,492.0,1,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,99.0,0.2,67,35,492.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,45.0,0.21,36,67,519.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,45.0,0.21,36,67,519.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,45.0,0.21,36,67,519.0,2,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,62.0,0.22,36,67,546.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,62.0,0.22,36,67,546.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,62.0,0.22,36,67,546.0,2,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,79.0,0.23,181,7,573.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,79.0,0.23,181,7,573.0,1,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,79.0,0.23,181,7,573.0,2,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,96.0,0.24,181,7,600.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,96.0,0.24,181,7,600.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,96.0,0.24,181,7,600.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,42.0,0.25,149,38,627.0,0,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,42.0,0.25,149,38,627.0,1,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,42.0,0.25,149,38,627.0,2,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,59.0,0.26,149,38,654.0,0,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,59.0,0.26,149,38,654.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,59.0,0.26,149,38,654.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,76.0,0.27,118,70,681.0,0,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,76.0,0.27,118,70,681.0,1,0
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,76.0,0.27,118,70,681.0,2,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,93.0,0.28,118,70,708.0,0,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,93.0,0.28,118,70,708.0,1,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,93.0,0.28,118,70,708.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,39.0,0.29,86,10,735.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,39.0,0.29,86,10,735.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,39.0,0.29,86,10,735.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,56.0,0.3,86,10,426.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,56.0,0.3,86,10,426.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,56.0,0.3,86,10,426.0,2,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,73.0,0.31,55,41,453.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,73.0,0.31,55,41,453.0,1,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,73.0,0.31,55,41,453.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,90.0,0.32,55,41,480.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,90.0,0.32,55,41,480.0,1,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,90.0,0.32,55,41,480.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,36.0,0.33,176,73,507.0,0,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,36.0,0.33,176,73,507.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,36.0,0.33,176,73,507.0,2,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,53.0,0.34,176,73,534.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,53.0,0.34,176,73,534.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,53.0,0.34,176,73,534.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,70.0,0.35,144,13,561.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,70.0,0.35,144,13,561.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,70.0,0.35,144,13,561.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,87.0,0.36,144,13,588.0,0,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,87.0,0.36,144,13,588.0,1,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,87.0,0.36,144,13,588.0,2,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,104.0,0.37,113,44,615.0,0,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,104.0,0.37,113,44,615.0,1,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,104.0,0.37,113,44,615.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,50.0,0.38,113,44,642.0,0,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,50.0,0.38,113,44,642.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,50.0,0.38,113,44,642.0,2,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,67.0,0.39,81,76,669.0,0,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,67.0,0.39,81,76,669.0,1,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,67.0,0.39,81,76,669.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,84.0,0.4,81,76,696.0,0,1
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,84.0,0.4,81,76,696.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Maharashtra: Mumbai-Nagpur,84.0,0.4,81,76,696.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,101.0,0.41,50,16,723.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,101.0,0.41,50,16,723.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,101.0,0.41,50,16,723.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,47.0,0.42,50,16,750.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,47.0,0.42,50,16,750.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Maharashtra: Mumbai-Nagpur,47.0,0.42,50,16,750.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,64.0,0.43,171,47,777.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,64.0,0.43,171,47,777.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Maharashtra: Mumbai-Nagpur,64.0,0.43,171,47,777.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,81.0,0.44,171,47,468.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,81.0,0.44,171,47,468.0,1,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Maharashtra: Mumbai-Nagpur,81.0,0.44,171,47,468.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,98.0,0.45,139,79,495.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,98.0,0.45,139,79,495.0,1,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,98.0,0.45,139,79,495.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,44.0,0.46,139,79,522.0,0,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,44.0,0.46,139,79,522.0,1,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,44.0,0.46,139,79,522.0,2,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,61.0,0.47,108,19,549.0,0,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,61.0,0.47,108,19,549.0,1,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,61.0,0.47,108,19,549.0,2,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,78.0,0.48,108,19,576.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,78.0,0.48,108,19,576.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Maharashtra: Mumbai-Nagpur,78.0,0.48,108,19,576.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,95.0,0.49,76,50,603.0,0,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,95.0,0.49,76,50,603.0,1,1
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Maharashtra: Mumbai-Nagpur,95.0,0.49,76,50,603.0,2,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,41.0,0.5,76,50,630.0,0,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,41.0,0.5,76,50,630.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Maharashtra: Mumbai-Nagpur,41.0,0.5,76,50,630.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,58.0,0.51,45,82,657.0,0,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Maharashtra: Mumbai-Nagpur,58.0,0.51,45,82,657.0,1,0
